1,9
2,0
3,9
4,5
5,9
6,1
7,1
8,3
9,0
10,9
11,0
12,0
13,1
14,5
15,1
16,3
17,9
18,9
19,7
20,1
21,6
22,1
23,9
24,7
25,9
26,8
27,1
28,1
29,8
30,0
31,9
32,8
33,8
34,9
35,4
36,1
37,9
38,9
39,1
40,1
41,1
42,7
43,2
44,5
45,9
46,0
47,1
48,1
49,5
50,1
51,5
52,0
53,5
54,9
55,0
56,0
57,8
58,5
59,9
60,1
61,1
62,5
63,0
64,0
65,2
66,0
67,1
68,4
69,0
70,0
71,3
72,1
73,1
74,9
75,9
76,8
77,4
78,1
79,4
80,4
81,7
82,1
83,8
84,5
85,0
86,9
87,8
88,9
89,7
90,4
91,8
92,5
93,1
94,1
95,5
96,1
97,9
98,9
99,0
100,0
101,1
102,8
103,8
104,2
105,5
106,5
107,8
108,5
109,9
110,4
111,1
112,9
113,5
114,5
115,8
116,4
117,8
118,1
119,8
120,9
121,8
122,5
123,5
124,9
125,1
126,1
127,6
128,9
129,0
130,4
131,1
132,1
133,8
134,1
135,8
136,1
137,4
138,5
139,0
140,8
141,5
142,0
143,1
144,9
145,4
146,4
147,9
148,5
149,9
150,1
151,1
152,9
153,9
154,1
155,5
156,0
157,1
158,5
159,5
160,3
161,6
162,8
163,0
164,1
165,1
166,1
167,6
168,1
169,9
170,0
171,5
172,9
173,4
174,0
175,9
176,1
177,1
178,0
179,8
180,5
181,9
182,1
183,1
184,9
185,4
186,6
187,2
188,4
189,9
190,0
191,1
192,9
193,1
194,9
195,8
196,7
197,9
198,7
199,9
200,9
201,5
202,0
203,9
204,0
205,4
206,8
207,8
208,9
209,5
210,0
211,4
212,2
213,0
214,0
215,9
216,0
217,8
218,1
219,1
220,9
221,8
222,1
223,9
224,9
225,9
226,3
227,9
228,5
229,4
230,1
231,9
232,1
233,6
234,4
235,1
236,9
237,5
238,9
239,8
240,1
241,4
242,0
243,9
244,9
245,1
246,1
247,9
248,6
249,4
250,7
251,9
252,1
253,1
254,1
255,9
256,0
257,9
258,4
259,0
260,1
261,4
262,1
263,8
264,1
265,4
266,2
267,9
268,0
269,7
270,0
271,9
272,9
273,9
274,1
275,7
276,2
277,5
278,8
279,9
280,5
281,0
282,6
283,4
284,6
285,3
286,5
287,0
288,1
289,9
290,1
291,3
292,4
293,8
294,8
295,1
296,1
297,1
298,0
299,8
300,9
301,1
302,5
303,9
304,5
305,1
306,1
307,1
308,7
309,0
310,7
311,9
312,4
313,1
314,5
315,1
316,8
317,5
318,9
319,9
320,7
321,1
322,1
323,9
324,9
325,1
326,9
327,9
328,1
329,1
330,5
331,5
332,4
333,9
334,4
335,1
336,6
337,7
338,1
339,9
340,4
341,8
342,9
343,5
344,8
345,0
346,4
347,5
348,4
349,9
350,4
351,9
352,3
353,8
354,8
355,1
356,9
357,5
358,1
359,6
360,1
361,3
362,5
363,2
364,5
365,9
366,2
367,4
368,1
369,1
370,3
371,9
372,5
373,1
374,5
375,1
376,9
377,1
378,6
379,8
380,9
381,1
382,9
383,1
384,1
385,1
386,9
387,0
388,4
389,9
390,0
391,9
392,9
393,0
394,1
395,4
396,1
397,2
398,8
399,9
400,1
401,0
402,9
403,1
404,9
405,8
406,7
407,8
408,9
409,9
410,4
411,5
412,6
413,1
414,0
415,1
416,1
417,9
418,1
419,9
420,5
421,4
422,9
423,3
424,9
425,8
426,0
427,9
428,5
429,7
430,8
431,9
432,0
433,1
434,9
435,9
436,1
437,1
438,5
439,4
440,5
441,1
442,0
443,0
444,1
445,0
446,9
447,8
448,8
449,0
450,9
451,4
452,4
453,1
454,4
455,8
456,9
457,9
458,0
459,1
460,0
461,1
462,8
463,8
464,9
465,8
466,9
467,1
468,8
469,7
470,8
471,9
472,8
473,2
474,9
475,3
476,5
477,5
478,0
479,8
480,1
481,8
482,1
483,1
484,9
485,9
486,4
487,5
488,9
489,9
490,0
491,3
492,5
493,4
494,1
495,8
496,2
497,3
498,0
499,0
500,1
501,9
502,8
503,9
504,4
505,9
506,0
507,9
508,1
509,5
510,8
511,9
512,1
513,1
514,9
515,5
516,0
517,1
518,4
519,8
520,9

Confusion Matrix:

[[ 41   5   3   0   1   0   2   0   2   1]
 [  4 107   1   1   1   0   3   1   4   3]
 [  2   0   4   0   1   1   0   0   4   3]
 [  1   1   0  12   1   0   0   0   0   0]
 [  4   2   0   1  25   3   1   1   1  12]
 [  1   0   2   0   2  41   0   0   1   8]
 [  2   2   0   0   1   0   5   0   3   2]
 [  0   0   0   0   0   0   0  15   0   0]
 [  1   1   0   0   1   1   0   0  41   5]
 [  5   3   2   0  13  11   2   0   2  87]]



Classification Report:

              precision    recall  f1-score   support

           0       0.67      0.75      0.71        55
           1       0.88      0.86      0.87       125
           2       0.33      0.27      0.30        15
           3       0.86      0.80      0.83        15
           4       0.54      0.50      0.52        50
           5       0.72      0.75      0.73        55
           6       0.38      0.33      0.36        15
           7       0.88      1.00      0.94        15
           8       0.71      0.82      0.76        50
           9       0.72      0.70      0.71       125

    accuracy                           0.73       520
   macro avg       0.67      0.68      0.67       520
weighted avg       0.72      0.73      0.72       520
